Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
Belgium,Croatia,2018,Exports & Imports,2109,649,46.89,14.36,195240.1,466259.73,271019.63,0.06,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Haiti,2018,Exports & Imports,309,37,6.87,0.82,9989.88,17797.45,7807.58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Hungary,2018,Exports & Imports,3000,1433,66.7,31.71,307138.9,3145433.49,2838294.59,0.62,0.67,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Indonesia,2018,Exports & Imports,1347,1112,29.95,24.61,-993057.96,568354.52,1561412.48,0.34,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,India,2018,Exports & Imports,2346,2350,52.16,52,3527941.13,9344740.74,5816799.61,1.28,1.99,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,British Indian Ocean Ter.,2018,Exports & Imports,1,1,0.02,0.02,18.66,18.83,0.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Ireland,2018,Exports & Imports,2756,1482,61.27,32.79,-20621357.18,2733525.26,23354882.44,5.14,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,"Iran, Islamic Rep.",2018,Exports & Imports,1060,259,23.57,5.73,372632.96,510545.76,137912.8,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Iraq,2018,Exports & Imports,869,48,19.32,1.06,206232.97,234626.28,28393.3,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Iceland,2018,Exports & Imports,1428,346,31.75,7.66,-198013.8,138713.3,336727.1,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Israel,2018,Exports & Imports,2478,1299,55.09,28.75,665729.73,2313072.58,1647342.84,0.36,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Italy,2018,Exports & Imports,3684,3602,81.9,79.71,8423207.46,24025444.42,15602236.96,3.43,5.13,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Jamaica,2018,Exports & Imports,275,43,6.11,0.95,19997.58,22066.05,2068.47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Jordan,2018,Exports & Imports,1390,235,30.9,5.2,196971.65,255805.67,58834.02,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Japan,2018,Exports & Imports,2299,2235,51.11,49.46,-7210196.54,3792983.33,11003179.87,2.42,0.81,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Kazakhstan,2018,Exports & Imports,951,105,21.14,2.32,-344988.2,233410.88,578399.08,0.13,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Kenya,2018,Exports & Imports,1112,206,24.72,4.56,163215.52,221035.43,57819.91,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Kyrgyz Republic,2018,Exports & Imports,417,16,9.27,0.35,21064.73,21677.71,612.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Cambodia,2018,Exports & Imports,287,232,6.38,5.13,-499538.78,102584.39,602123.17,0.13,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,St. Kitts and Nevis,2018,Exports & Imports,24,5,0.53,0.11,703.98,789.95,85.97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,"Korea, Rep.",2018,Exports & Imports,2237,1493,49.73,33.04,-805311.68,2022215.26,2827526.93,0.62,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Kuwait,2018,Exports & Imports,1303,111,28.97,2.46,250288.54,285538.65,35250.11,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Lao PDR,2018,Exports & Imports,80,74,1.78,1.64,12853.25,29023.18,16169.93,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Lebanon,2018,Exports & Imports,2027,431,45.06,9.54,373914.23,429449.48,55535.25,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Liberia,2018,Exports & Imports,492,17,10.94,0.38,-8288.15,35220.68,43508.83,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Libya,2018,Exports & Imports,694,13,15.43,0.29,196717.64,229568.35,32850.71,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,St. Lucia,2018,Exports & Imports,168,2,3.73,0.04,3177.87,3178.06,0.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Latin America & Caribbean,2018,Exports & Imports,3092,2096,68.74,46.38,-4690011.7,8348323.18,13038334.88,2.87,1.78,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Sri Lanka,2018,Exports & Imports,682,380,15.16,8.41,-294870.21,88133.32,383003.53,0.08,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Lesotho,2018,Exports & Imports,19,11,0.42,0.24,-403885.84,1446.21,405332.05,0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Lithuania,2018,Exports & Imports,2423,891,53.87,19.72,404933.65,1089226.13,684292.48,0.15,0.23,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Luxembourg,2018,Exports & Imports,3614,2716,80.35,60.1,5332266.27,7757077.14,2424810.87,0.53,1.66,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Latvia,2018,Exports & Imports,2206,612,49.04,13.54,250754.42,399723.01,148968.58,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Macao,2018,Exports & Imports,180,40,4,0.89,3361.99,5466.47,2104.48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Morocco,2018,Exports & Imports,2219,859,49.33,19.01,719662,1123010.27,403348.27,0.09,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
